gene_name	description	receptor	carnival_activity.res	UNIPROT.res	final_score.res	method.res	discordant.res	mf.res	carnival_activity.sens	UNIPROT.sens	final_score.sens	method.sens	discordant.sens	mf.sens	uniprotswissprot
TGFBR1	transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]	y	-100	P36897	-1.334272769	VIPER	FALSE	kin	NA	NA	NA	NA	NA	NA	P36897
TIMELESS	timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813]	NA	100	Q9UNS1	0.631938	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9UNS1
TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	y	100	P19438	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	P19438
TNK2	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]		-100	Q07912	0.953663	proteoscore	TRUE	kin	NA	NA	NA	NA	NA	NA	Q07912
TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]	NA	-100	Q9C0C2	-1.80349	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9C0C2
TNPO1	transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]	NA	-100	Q92973	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	Q92973
TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	NA	-100	P11387	-0.42225	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P11387
TOPORS	"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:21653]"	NA	100	Q9NS56	1.10211	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9NS56
TP53	tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]	NA	-100	P04637	NA	CARNIVAL	FALSE	tf	100	P04637	NA	CARNIVAL	FALSE	tf	P04637
TP53BP2	tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]	NA	-100	Q13625	-2.05336	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q13625
TP53RK	TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]	NA	-100	Q96S44	-0.730668	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q96S44
TP63	tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]	NA	100	Q9H3D4-2;Q9H3D4	NA	CARNIVAL	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9H3D4
TPD52	tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]	NA	100	P55327	3.91957	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P55327
TPR	"translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]"	NA	-100	P12270	-0.482972	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P12270
TRADD	TNFRSF1A associated via death domain [Source:HGNC Symbol;Acc:HGNC:12030]	NA	100	Q15628	1.35259	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q15628
TRAF2	TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]		-100	Q12933	-3.68397	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q12933
TRAF3	TNF receptor associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]		100	Q13114	0.938413	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q13114
TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]	NA	-100	O15164	-1.54801	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O15164
TRIM25	tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]	NA	-100	Q14258	-1.18902	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q14258
TRIM28	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]	NA	-100	Q13263	-4.97167	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q13263
TRIOBP	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]	NA	100	Q9H2D6	1.20591	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9H2D6
TSC	NA	NA	100	SIGNOR-C101	NA	CARNIVAL	FALSE	complex	NA	NA	NA	NA	NA	NA	NA
TSG101	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]	NA	-100	Q99816	-0.893792	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q99816
TTC5	tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:19274]	NA	100	Q8N0Z6	0.543739	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q8N0Z6
TTK	TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]	NA	-100	P33981	-0.664197	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P33981
TUBB	tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	NA	-100	P07437	-1.36029	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P07437
TYK2	tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]	NA	-100	P29597	-1.18763	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P29597
UBA1	ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]	NA	-100	P22314	0.602803	proteoscore	TRUE	other	NA	NA	NA	NA	NA	NA	P22314
UBE2I	ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]	NA	-100	P63279	-0.430274	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P63279
UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]	NA	-100	P68036	-1.48314	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P68036
UBE3A	ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]	NA	100	Q05086-2;Q05086	0.633369	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q05086
UBTF	upstream binding transcription factor [Source:HGNC Symbol;Acc:HGNC:12511]	NA	100	P17480	0.25798	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P17480
UB_E1__UBA1_SUBSTRATE_	NA	NA	-100	SIGNOR-C495	NA	CARNIVAL	FALSE	complex	NA	NA	NA	NA	NA	NA	NA
UHRF1	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]	NA	100	Q96T88-2;Q96T88	0.809985	proteoscore	FALSE	other	-100	Q96T88-2;Q96T88	-0.829352	proteoscore;proteoscore	FALSE	other	Q96T88
UIMC1	ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:HGNC:30298]	NA	-100	Q96RL1	-0.540403	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q96RL1
USF1	upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593]	NA	-100	P22415	-1.28364	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P22415
USF2	"upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]"	NA	-100	Q15853	-1.17417	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q15853
USP20	ubiquitin specific peptidase 20 [Source:HGNC Symbol;Acc:HGNC:12619]	NA	-100	Q9Y2K6	-1.53036	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9Y2K6
USP28	ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]	NA	-100	Q96RU2	-1.17385	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q96RU2
VAMP2	vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643]	NA	-100	P63027	-1.65139	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P63027
VASP	vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]	NA	-100	P50552	-0.691468	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P50552
VAV1	vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]	NA	100	P15498	0.519965	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P15498
VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	NA	100	P55072	0.434502	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P55072
VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	NA	-100	P08670	-3.24574	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P08670
WAS	WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]	NA	100	P42768	3.62069	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P42768
WASL	WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735]	NA	-100	O00401	-0.784992	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O00401
WBP2	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	NA	-100	Q969T9	-1.32106	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q969T9
WDR45B	WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]	NA	100	Q5MNZ6	1.06787	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q5MNZ6
WDR62	WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502]	NA	-100	O43379	-4.65182	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	O43379
WEE1	WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]	NA	-100	P30291	-0.944017	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P30291
WNK1	WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]	NA	-100	Q9H4A3	0.06434057	VIPER	TRUE	kin	NA	NA	NA	NA	NA	NA	Q9H4A3
WNK4	WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]	NA	-100	Q96J92	-2.45909	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q96J92
WRN	WRN RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:12791]	NA	-100	Q14191	-1.54088	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q14191
WT1	WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]	NA	-100	P19544-7;P19544	-3.39717	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P19544
WTAP	WT1 associated protein [Source:HGNC Symbol;Acc:HGNC:16846]	NA	-100	Q15007	-0.376978	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q15007
X2_OXOGLUTARATE_2__	NA	NA	-100	CHEBI:16810	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	NA
XIAP	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]	NA	-100	P98170	-1.81809	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P98170
XPC	"XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]"	NA	-100	Q01831	-2.51476	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q01831
XPO1	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]	NA	-100	O14980	-0.806595	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O14980
X_R__2_HYDROXYGLUTARATE_2__	NA	NA	-100	NA	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	NA
YES1	"YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]"	NA	-100	P07947	-2.258958694	VIPER+PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	P07947
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]	NA	-100	P31946	-0.254984	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P31946
YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]	NA	-100	P61981	-0.544409	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P61981
ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:18472]	NA	-100	Q9C0B5	-1.30885	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9C0B5
ZEB2	zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]	NA	-100	O60315	-2.66726	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O60315
ZMYND8	zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]	NA	-100	Q9ULU4	-1.82964	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9ULU4
ZNF148	zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]	NA	100	Q9UQR1	1.44261	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9UQR1
CELL CYCLE BLOCK	NA	NA	-100	NA	-0.10983918	phenoscore	FALSE	phenotype	NA	NA	NA	NA	NA	NA	NA
CELL CYCLE EXIT	NA	NA	-100	NA	-0.356274035	phenoscore	FALSE	phenotype	NA	NA	NA	NA	NA	NA	NA
DNA FRAGMENTATION	NA	NA	100	NA	0.7556223755099868	phenoscore	FALSE	phenotype	NA	NA	NA	NA	NA	NA	NA
DNA REPAIR	NA	NA	-100	NA	-0.129945509	phenoscore	FALSE	phenotype	NA	NA	NA	NA	NA	NA	NA
G1/S TRANSITION	NA	NA	-100	NA	-0.349457904	phenoscore	FALSE	phenotype	NA	NA	NA	NA	NA	NA	NA
