gene_name	Names	class	Type	final_score.ima	final_score.res	Difference.SENS.Ima_SENS.CTRL	Difference.RES.CTRL_SENS.CTRL	C..method.res	C..GOBP.slim.name_	C..KEGG.name_	T..UNIPROT.ima	T..mf	T..method.ima	T..UNIPROT.res	N..Size	N..P.value	N..Benj..Hoch..FDR	combined_score.ima	combined_score.res
PRKDC	telomere organization	early	GOBP slim name	1.062957443	-0.113262	0.248117	-0.0829774	VIPER	anatomical structure development;anatomical structure formation involved in morphogenesis;biological regulation;cell activation;cell death;cell differentiation;cellular component organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromosome organization;death;developmental process;DNA metabolic process;DNA recombination;DNA repair;homeostatic process;immune system process;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of protein modification process;regulation of protein stability;response to abiotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to stimulus;response to stress;rhythmic process;signal transduction;telomere organization	Cell cycle;Non-homologous end-joining	P78527	kin	VIPER+PhosphoScore	P78527	128	7.43086e-5	8.98165e-4	0.263737811884831	0.009398186278800002
RPS6KB1	cellular component movement	all_down	GOBP slim name	-2.906115766	-0.463884	-0.0483865	-0.100635	proteoscore	aging;anatomical structure development;behavior;biological regulation;cell death;cell development;cell motility;cellular component movement;cellular metabolic process;cellular process;death;developmental process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;multicellular organismal process;muscle adaptation;muscle contraction;neurological system process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to heat;response to stimulus;response to stress;signal transduction	Acute myeloid leukemia;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Insulin signaling pathway;mTOR signaling pathway;TGF-beta signaling pathway	P23443;P23443	kin	VIPER+PhosphoScore	P23443;P23443	897	1.96915e-4	0.00182475	0.140616770511559	0.04668296634
RPS6KB1	regulation of mitotic cell cycle	all_down	GOBP slim name	-2.906115766	-0.463884	-0.110904	-0.0479277	proteoscore	aging;anatomical structure development;behavior;biological regulation;cell death;cell development;cell motility;cellular component movement;cellular metabolic process;cellular process;death;developmental process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;multicellular organismal process;muscle adaptation;muscle contraction;neurological system process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to heat;response to stimulus;response to stress;signal transduction	Acute myeloid leukemia;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Insulin signaling pathway;mTOR signaling pathway;TGF-beta signaling pathway	P23443;P23443	kin	VIPER+PhosphoScore	P23443;P23443	600	8.21438e-4	0.00518999	0.32229986291246404	0.0222328931868
RPS6KB1	response to heat	all_down	GOBP slim name	-2.906115766	-0.463884	-0.168546	-0.0568896	proteoscore	aging;anatomical structure development;behavior;biological regulation;cell death;cell development;cell motility;cellular component movement;cellular metabolic process;cellular process;death;developmental process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;multicellular organismal process;muscle adaptation;muscle contraction;neurological system process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to heat;response to stimulus;response to stress;signal transduction	Acute myeloid leukemia;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Insulin signaling pathway;mTOR signaling pathway;TGF-beta signaling pathway	P23443;P23443	kin	VIPER+PhosphoScore	P23443;P23443	336	1.60016e-4	0.00177938	0.48981418789623604	0.0263901752064
RPS6KB1	Acute myeloid leukemia	all_down	KEGG name	-2.906115766	-0.463884	-0.276102	-0.00914898	proteoscore	aging;anatomical structure development;behavior;biological regulation;cell death;cell development;cell motility;cellular component movement;cellular metabolic process;cellular process;death;developmental process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;multicellular organismal process;muscle adaptation;muscle contraction;neurological system process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to heat;response to stimulus;response to stress;signal transduction	Acute myeloid leukemia;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Insulin signaling pathway;mTOR signaling pathway;TGF-beta signaling pathway	P23443;P23443	kin	VIPER+PhosphoScore	P23443;P23443	111	2.88564e-4	0.00579751	0.8023843752241321	0.00424406543832
CDK4	T cell receptor signaling pathway	tardive	KEGG name	-4.505815172	0.542396	-0.217752	0.0286166	proteoscore	anatomical structure development;anatomical structure morphogenesis;biological regulation;cell cycle;cell division;cellular component organization;cellular metabolic process;cellular process;chromatin organization;chromosome organization;developmental process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;organelle organization;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;regulation of translation;response to chemical stimulus;response to drug;response to endogenous stimulus;response to stimulus;response to stress;rhythmic process;signal transduction	Bladder cancer;Cell cycle;Chronic myeloid leukemia;Glioma;Measles;Melanoma;Non-small cell lung cancer;p53 signaling pathway;Pancreatic cancer;Pathways in cancer;Small cell lung cancer;T cell receptor signaling pathway;Tight junction	P11802	kin	VIPER	P11802	112	0.00268137	0.0204339	0.981150265333344	0.015521529373599999
RPS6KA4	MAPK signaling pathway	tardive	KEGG name	-1.15202332	3.68003	-0.0766819	0.129906	proteoscore	biological regulation;cellular component organization;cellular metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;histone modification;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of organelle organization;regulation of protein modification process;response to chemical stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction	MAPK signaling pathway;Neurotrophin signaling pathway	O75676	kin	VIPER	O75676	216	0.00236117	0.0193266	0.08833933702190801	0.47805797718
CDK3	cell division	all_down	GOBP slim name	-2.233480779	-2.67475	-0.151235	-0.084733	VIPER	biological regulation;cell division;cell proliferation;cellular component organization;cellular process;mitosis;nuclear division;organelle fission;organelle organization;regulation of cell cycle	NA	Q00526	kin	VIPER	Q00526	659	7.88207e-7	2.73902e-5	0.33778046561206504	0.22663959175
CDK3	mitosis	all_down	GOBP slim name	-2.233480779	-2.67475	-0.186048	-0.0727376	VIPER	biological regulation;cell division;cell proliferation;cellular component organization;cellular process;mitosis;nuclear division;organelle fission;organelle organization;regulation of cell cycle	NA	Q00526	kin	VIPER	Q00526	552	8.66428e-8	6.02167e-6	0.415534631971392	0.1945548956
CDK3	nuclear division	all_down	GOBP slim name	-2.233480779	-2.67475	-0.186048	-0.0727376	VIPER	biological regulation;cell division;cell proliferation;cellular component organization;cellular process;mitosis;nuclear division;organelle fission;organelle organization;regulation of cell cycle	NA	Q00526	kin	VIPER	Q00526	552	8.66428e-8	8.0289e-6	0.415534631971392	0.1945548956
CDK3	organelle fission	all_down	GOBP slim name	-2.233480779	-2.67475	-0.181224	-0.0616351	VIPER	biological regulation;cell division;cell proliferation;cellular component organization;cellular process;mitosis;nuclear division;organelle fission;organelle organization;regulation of cell cycle	NA	Q00526	kin	VIPER	Q00526	574	1.32353e-7	6.13235e-6	0.40476032069349605	0.164858483725
